sep=;
seed;model_name;dataset_name;grounder;kge;rule_miner;kge_atom_embedding_size;batch_size;val_batch_size;test_batch_size;facts_file;train_file;valid_file;test_file;domain_file;rules_file;num_negatives;valid_negatives;test_negatives;ragged;format;engine_num_negatives;engine_num_adaptive_constants;constant_embedding_size;dropout_rate_embedder;kge_regularization;learning_rate;epochs;num_rules;loss;weight_loss;cdcr_use_positional_embeddings;cdcr_num_formulas;valid_frequency;resnet;reasoner_depth;reasoner_regularization_factor;reasoner_formula_hidden_embedding_size;reasoner_dropout_rate;reasoner_atom_embedding_size;signed;temperature;aggregation_type;filter_num_heads;filter_activity_regularization;keys_signature;run_signature;seed_run_i;time_ground_train;time_ground_valid;time_train;time_ground_test;time_inference;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1@1;train_concept_hits@3@3;train_task_mrr;train_task_hits@1@1;train_task_hits@3@3;val_loss;val_concept_loss;val_task_loss;val_concept_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_task_mrr;val_task_hits@1@1;val_task_hits@3@3;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1@1;test_concept_hits@3@3;test_task_mrr;test_task_hits@1@1;test_task_hits@3@3;time_train;train_inference;time_ground_train;time_ground_valid;time_ground_test
[0, 1, 2, 3, 4];r2n;countries_s2;backward_1;complex;None;100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_1-complex-r2n-None-1-100;4;5.7;8.86;47.29;1.27;1.48;[0.13, 0.238];[0.148, 0.268];[0.111, 0.209];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.306, 0.046];[0.306, 0.046];[0.306, 0.046];[0.756, 0.06];[0.718, 0.07];[0.774, 0.053];[0.809, 0.014];[0.794, 0.012];[0.806, 0.016];[0.373, 0.087];[0.382, 0.088];[0.364, 0.089];[0.889, 0.033];[0.824, 0.056];[0.932, 0.024];[0.901, 0.018];[0.848, 0.024];[0.932, 0.024];[5.962, 0.283];[8.548, 0.303];[49.308, 3.166];[1.37, 0.086]
[0, 1, 2, 3, 4];no_reasoner;countries_s2;backward_1;complex;None;100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_1-complex-no_reasoner-None-1-100;4;0.05;0.05;26.9;0.0;0.24;[0.118, 0.205];[0.118, 0.205];[0.118, 0.205];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.396, 0.061];[0.396, 0.061];[0.396, 0.061];[0.796, 0.018];[0.774, 0.017];[0.798, 0.022];[0.796, 0.018];[0.774, 0.017];[0.798, 0.022];[0.404, 0.078];[0.404, 0.078];[0.404, 0.078];[0.905, 0.017];[0.856, 0.027];[0.936, 0.023];[0.905, 0.017];[0.856, 0.027];[0.936, 0.023];[0.066, 0.022];[0.076, 0.026];[27.514, 0.437];[0.006, 0.005]
[0, 1, 2, 3, 4];dcr;countries_s2;backward_2;complex;None;100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_2-complex-dcr-None-1-100;4;10.85;15.49;86.58;2.27;2.61;[0.264, 0.176];[0.223, 0.168];[0.22, 0.169];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.349, 0.017];[0.307, 0.009];[0.307, 0.009];[0.782, 0.013];[0.756, 0.008];[0.786, 0.026];[0.801, 0.02];[0.784, 0.016];[0.794, 0.027];[0.363, 0.036];[0.323, 0.029];[0.318, 0.029];[0.896, 0.016];[0.84, 0.022];[0.944, 0.032];[0.904, 0.016];[0.856, 0.023];[0.944, 0.032];[12.444, 3.277];[15.012, 0.359];[86.636, 2.711];[2.468, 0.18]
[0, 1, 2, 3, 4];sbr;countries_s2;backward_2;complex;None;100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_2-complex-sbr-None-1-100;4;10.29;14.27;57.94;2.35;2.62;[0.089, 0.171];[0.09, 0.172];[0.088, 0.169];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.383, 0.058];[0.383, 0.058];[0.383, 0.059];[0.79, 0.016];[0.764, 0.014];[0.796, 0.028];[0.805, 0.022];[0.786, 0.023];[0.804, 0.029];[0.389, 0.053];[0.391, 0.052];[0.388, 0.054];[0.899, 0.024];[0.84, 0.031];[0.948, 0.03];[0.905, 0.018];[0.852, 0.02];[0.948, 0.03];[10.728, 0.324];[14.926, 0.649];[59.362, 1.017];[2.574, 0.263]
[0, 1, 2, 3, 4];r2n;countries_s2;backward_2;complex;None;100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_2-complex-r2n-None-1-100;4;10.57;14.6;70.21;2.88;3.09;[0.391, 0.315];[0.417, 0.334];[0.366, 0.296];[0.99, 0.008];[0.981, 0.016];[1.0, 0.0];[0.992, 0.007];[0.985, 0.013];[1.0, 0.0];[0.32, 0.045];[0.319, 0.045];[0.322, 0.046];[0.664, 0.11];[0.634, 0.12];[0.654, 0.116];[0.806, 0.009];[0.794, 0.008];[0.804, 0.01];[0.407, 0.082];[0.433, 0.073];[0.381, 0.094];[0.836, 0.039];[0.744, 0.072];[0.912, 0.027];[0.901, 0.016];[0.852, 0.02];[0.928, 0.032];[10.792, 0.346];[16.828, 3.734];[73.306, 4.263];[2.518, 0.28]
[0, 1, 2, 3, 4];no_reasoner;countries_s2;backward_2;complex;None;100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_2-complex-no_reasoner-None-1-100;4;0.08;0.07;27.76;0.01;0.23;[0.118, 0.205];[0.118, 0.205];[0.118, 0.205];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.396, 0.061];[0.396, 0.061];[0.396, 0.061];[0.796, 0.018];[0.774, 0.017];[0.798, 0.022];[0.796, 0.018];[0.774, 0.017];[0.798, 0.022];[0.404, 0.078];[0.404, 0.078];[0.404, 0.078];[0.905, 0.017];[0.856, 0.027];[0.936, 0.023];[0.905, 0.017];[0.856, 0.027];[0.936, 0.023];[0.078, 0.019];[0.072, 0.004];[28.202, 0.594];[0.006, 0.005]
[0, 1, 2, 3, 4];dcr;countries_s2;backward_3;complex;None;100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_3-complex-dcr-None-1-100;4;11.7;14.36;84.27;2.54;2.75;[0.264, 0.176];[0.223, 0.168];[0.22, 0.169];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.349, 0.017];[0.307, 0.009];[0.307, 0.009];[0.782, 0.013];[0.756, 0.008];[0.786, 0.026];[0.801, 0.02];[0.784, 0.016];[0.794, 0.027];[0.363, 0.036];[0.323, 0.029];[0.318, 0.029];[0.896, 0.016];[0.84, 0.022];[0.944, 0.032];[0.904, 0.016];[0.856, 0.023];[0.944, 0.032];[13.882, 4.076];[15.078, 0.52];[86.928, 4.191];[2.478, 0.132]
[0, 1, 2, 3, 4];sbr;countries_s2;backward_3;complex;None;100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_3-complex-sbr-None-1-100;4;10.64;14.48;58.68;2.39;2.6;[0.089, 0.171];[0.09, 0.172];[0.088, 0.169];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.383, 0.058];[0.383, 0.058];[0.383, 0.059];[0.79, 0.016];[0.764, 0.014];[0.796, 0.028];[0.805, 0.022];[0.786, 0.023];[0.804, 0.029];[0.389, 0.053];[0.391, 0.052];[0.388, 0.054];[0.899, 0.024];[0.84, 0.031];[0.948, 0.03];[0.905, 0.018];[0.852, 0.02];[0.948, 0.03];[10.938, 0.199];[14.928, 0.295];[59.626, 1.024];[2.502, 0.074]
[0, 1, 2, 3, 4];r2n;countries_s2;backward_3;complex;None;100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_3-complex-r2n-None-1-100;4;11.46;14.0;71.61;2.73;2.91;[0.391, 0.315];[0.417, 0.334];[0.366, 0.296];[0.99, 0.008];[0.981, 0.016];[1.0, 0.0];[0.992, 0.007];[0.985, 0.013];[1.0, 0.0];[0.32, 0.045];[0.319, 0.045];[0.322, 0.046];[0.664, 0.11];[0.634, 0.12];[0.654, 0.116];[0.806, 0.009];[0.794, 0.008];[0.804, 0.01];[0.407, 0.082];[0.433, 0.073];[0.381, 0.094];[0.836, 0.039];[0.744, 0.072];[0.912, 0.027];[0.901, 0.016];[0.852, 0.02];[0.928, 0.032];[11.112, 0.297];[16.836, 4.501];[73.834, 4.736];[2.778, 0.126]
[0, 1, 2, 3, 4];no_reasoner;countries_s2;backward_3;complex;None;100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_3-complex-no_reasoner-None-1-100;4;0.08;0.13;27.26;0.01;0.16;[0.118, 0.205];[0.118, 0.205];[0.118, 0.205];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.396, 0.061];[0.396, 0.061];[0.396, 0.061];[0.796, 0.018];[0.774, 0.017];[0.798, 0.022];[0.796, 0.018];[0.774, 0.017];[0.798, 0.022];[0.404, 0.078];[0.404, 0.078];[0.404, 0.078];[0.905, 0.017];[0.856, 0.027];[0.936, 0.023];[0.905, 0.017];[0.856, 0.027];[0.936, 0.023];[0.06, 0.014];[0.068, 0.032];[28.086, 0.543];[0.006, 0.005]
[0, 1, 2, 3, 4];dcr;countries_s3;backward_1;complex;None;100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s3-backward_1-complex-dcr-None-1-100;4;14.34;40.94;93.87;5.82;6.0;[0.021, 0.014];[0.011, 0.011];[0.023, 0.013];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.001];[1.0, 0.0];[0.501, 0.064];[0.426, 0.049];[0.564, 0.082];[0.73, 0.013];[0.7, 0.014];[0.732, 0.016];[0.753, 0.011];[0.708, 0.01];[0.764, 0.017];[0.392, 0.026];[0.436, 0.035];[0.337, 0.019];[0.841, 0.027];[0.76, 0.052];[0.872, 0.02];[0.97, 0.01];[0.952, 0.016];[0.988, 0.01];[13.782, 2.722];[39.25, 1.249];[93.104, 0.936];[5.936, 0.944]
[0, 1, 2, 3, 4];sbr;countries_s3;backward_1;complex;None;100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s3-backward_1-complex-sbr-None-1-100;4;16.2;39.57;80.43;4.69;4.87;[0.332, 0.251];[0.332, 0.252];[0.333, 0.249];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.359, 0.022];[0.342, 0.006];[0.376, 0.039];[0.72, 0.018];[0.69, 0.017];[0.722, 0.025];[0.743, 0.015];[0.696, 0.016];[0.744, 0.024];[0.363, 0.037];[0.385, 0.026];[0.341, 0.05];[0.822, 0.037];[0.732, 0.063];[0.884, 0.032];[0.958, 0.015];[0.932, 0.024];[0.98, 0.013];[15.496, 0.58];[40.23, 0.844];[79.54, 1.228];[5.736, 0.731]
[0, 1, 2, 3, 4];r2n;countries_s3;backward_1;complex;None;100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s3-backward_1-complex-r2n-None-1-100;4;15.94;39.96;81.91;6.03;6.23;[0.425, 0.248];[0.454, 0.264];[0.396, 0.233];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.999, 0.001];[0.999, 0.002];[1.0, 0.0];[0.404, 0.08];[0.356, 0.033];[0.452, 0.129];[0.686, 0.046];[0.658, 0.044];[0.68, 0.044];[0.746, 0.022];[0.724, 0.028];[0.738, 0.02];[0.376, 0.016];[0.406, 0.018];[0.346, 0.016];[0.815, 0.049];[0.724, 0.075];[0.868, 0.035];[0.884, 0.02];[0.828, 0.03];[0.912, 0.02];[15.568, 0.486];[38.402, 1.009];[79.742, 1.403];[6.264, 0.421]
[0, 1, 2, 3, 4];no_reasoner;countries_s3;backward_1;complex;None;100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s3-backward_1-complex-no_reasoner-None-1-100;4;0.08;0.09;20.94;0.0;0.16;[0.103, 0.205];[0.103, 0.205];[0.103, 0.205];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.475, 0.071];[0.475, 0.071];[0.475, 0.071];[0.739, 0.021];[0.708, 0.02];[0.748, 0.032];[0.739, 0.021];[0.708, 0.02];[0.748, 0.032];[0.53, 0.091];[0.53, 0.091];[0.53, 0.091];[0.819, 0.034];[0.736, 0.056];[0.876, 0.027];[0.819, 0.034];[0.736, 0.056];[0.876, 0.027];[0.064, 0.017];[0.076, 0.019];[21.238, 1.009];[0.004, 0.005]
[0, 1, 2, 3, 4];dcr;countries_s3;backward_2;complex;None;100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s3-backward_2-complex-dcr-None-1-100;4;48.15;70.09;168.6;40.25;40.48;[0.369, 0.213];[0.298, 0.21];[0.301, 0.207];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.435, 0.019];[0.334, 0.014];[0.388, 0.038];[0.71, 0.003];[0.678, 0.01];[0.712, 0.013];[0.733, 0.013];[0.69, 0.017];[0.738, 0.021];[0.443, 0.023];[0.385, 0.016];[0.359, 0.028];[0.827, 0.035];[0.736, 0.06];[0.9, 0.031];[0.954, 0.02];[0.912, 0.037];[0.996, 0.008];[49.882, 2.003];[67.904, 2.061];[169.156, 1.968];[38.174, 1.61]
[0, 1, 2, 3, 4];sbr;countries_s3;backward_2;complex;None;100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s3-backward_2-complex-sbr-None-1-100;4;46.56;66.09;138.96;38.45;38.65;[0.256, 0.207];[0.254, 0.21];[0.257, 0.205];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.439, 0.122];[0.359, 0.037];[0.519, 0.208];[0.723, 0.022];[0.698, 0.027];[0.718, 0.026];[0.735, 0.017];[0.686, 0.02];[0.738, 0.019];[0.399, 0.039];[0.407, 0.035];[0.391, 0.044];[0.812, 0.022];[0.716, 0.039];[0.88, 0.025];[0.977, 0.013];[0.956, 0.023];[1.0, 0.0];[50.112, 2.213];[64.528, 4.501];[140.944, 5.682];[40.088, 1.067]
[0, 1, 2, 3, 4];r2n;countries_s3;backward_2;complex;None;100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s3-backward_2-complex-r2n-None-1-100;4;53.31;65.12;154.58;39.08;39.32;[0.48, 0.092];[0.551, 0.091];[0.409, 0.093];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.999, 0.001];[1.0, 0.0];[0.375, 0.012];[0.335, 0.01];[0.415, 0.025];[0.649, 0.016];[0.612, 0.019];[0.664, 0.024];[0.749, 0.011];[0.714, 0.01];[0.746, 0.024];[0.378, 0.008];[0.401, 0.009];[0.354, 0.007];[0.786, 0.032];[0.684, 0.056];[0.836, 0.032];[0.843, 0.024];[0.768, 0.043];[0.876, 0.008];[53.394, 2.421];[64.072, 1.32];[154.546, 3.346];[38.792, 1.897]
[0, 1, 2, 3, 4];no_reasoner;countries_s3;backward_2;complex;None;100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s3-backward_2-complex-no_reasoner-None-1-100;4;0.07;0.09;20.72;0.01;0.18;[0.103, 0.205];[0.103, 0.205];[0.103, 0.205];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.475, 0.071];[0.475, 0.071];[0.475, 0.071];[0.739, 0.021];[0.708, 0.02];[0.748, 0.032];[0.739, 0.021];[0.708, 0.02];[0.748, 0.032];[0.53, 0.091];[0.53, 0.091];[0.53, 0.091];[0.819, 0.034];[0.736, 0.056];[0.876, 0.027];[0.819, 0.034];[0.736, 0.056];[0.876, 0.027];[0.056, 0.026];[0.066, 0.03];[21.16, 1.201];[0.006, 0.005]
[0, 1, 2, 3, 4];dcr;countries_s3;backward_3;complex;None;100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s3-backward_3-complex-dcr-None-1-100;4;76.26;67.91;240.16;62.09;62.44;[0.277, 0.207];[0.201, 0.205];[0.213, 0.199];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.001];[0.999, 0.001];[1.0, 0.0];[0.462, 0.05];[0.349, 0.032];[0.434, 0.085];[0.728, 0.013];[0.7, 0.014];[0.724, 0.019];[0.735, 0.017];[0.698, 0.02];[0.736, 0.03];[0.486, 0.034];[0.384, 0.024];[0.445, 0.059];[0.826, 0.028];[0.736, 0.05];[0.88, 0.022];[0.903, 0.048];[0.844, 0.074];[0.968, 0.027];[74.296, 2.607];[68.856, 2.449];[238.324, 8.632];[61.46, 3.799]
[0, 1, 2, 3, 4];sbr;countries_s3;backward_3;complex;None;100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s3-backward_3-complex-sbr-None-1-100;4;69.67;69.07;170.38;61.15;61.4;[0.071, 0.074];[0.064, 0.075];[0.078, 0.074];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.472, 0.076];[0.347, 0.02];[0.597, 0.142];[0.719, 0.016];[0.69, 0.017];[0.72, 0.023];[0.737, 0.012];[0.692, 0.016];[0.738, 0.01];[0.537, 0.126];[0.404, 0.054];[0.669, 0.201];[0.831, 0.033];[0.74, 0.061];[0.876, 0.015];[0.945, 0.018];[0.908, 0.027];[0.984, 0.015];[73.696, 5.181];[68.374, 1.382];[174.066, 6.425];[63.554, 2.053]
[0, 1, 2, 3, 4];r2n;countries_s3;backward_3;complex;None;100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s3-backward_3-complex-r2n-None-1-100;4;74.41;71.07;217.63;58.06;58.43;[0.496, 0.069];[0.586, 0.061];[0.406, 0.078];[0.994, 0.012];[0.988, 0.023];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.364, 0.015];[0.34, 0.005];[0.387, 0.026];[0.635, 0.029];[0.596, 0.032];[0.642, 0.017];[0.75, 0.011];[0.73, 0.013];[0.74, 0.014];[0.368, 0.004];[0.404, 0.007];[0.332, 0.013];[0.799, 0.027];[0.688, 0.035];[0.876, 0.029];[0.904, 0.052];[0.852, 0.079];[0.936, 0.041];[77.146, 4.514];[70.15, 0.781];[220.534, 6.92];[62.698, 4.716]
[0, 1, 2, 3, 4];no_reasoner;countries_s3;backward_3;complex;None;100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s3-backward_3-complex-no_reasoner-None-1-100;4;0.07;0.09;20.34;0.01;0.19;[0.103, 0.205];[0.103, 0.205];[0.103, 0.205];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.475, 0.071];[0.475, 0.071];[0.475, 0.071];[0.739, 0.021];[0.708, 0.02];[0.748, 0.032];[0.739, 0.021];[0.708, 0.02];[0.748, 0.032];[0.53, 0.091];[0.53, 0.091];[0.53, 0.091];[0.819, 0.034];[0.736, 0.056];[0.876, 0.027];[0.819, 0.034];[0.736, 0.056];[0.876, 0.027];[0.066, 0.005];[0.082, 0.007];[20.644, 0.397];[0.006, 0.005]
[0, 1, 2, 3, 4];dcr;pharmkg_small;backward_1;complex;amie;100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];pharmkg_small-backward_1-complex-dcr-amie-1-100;4;27.39;31.39;705.84;0.0;49.1;[1.285, 0.053];[0.937, 0.139];[1.268, 0.103];[0.954, 0.003];[0.909, 0.006];[1.0, 0.0];[0.932, 0.003];[0.868, 0.005];[1.0, 0.0];[1.111, 0.025];[0.76, 0.089];[0.957, 0.063];[0.626, 0.005];[0.575, 0.005];[0.621, 0.005];[0.64, 0.005];[0.589, 0.004];[0.639, 0.007];[0.913, 0.05];[0.566, 0.064];[0.678, 0.047];[0.622, 0.003];[0.557, 0.003];[0.627, 0.002];[0.629, 0.002];[0.565, 0.002];[0.633, 0.003];[30.62, 3.635];[30.98, 2.492];[787.294, 57.209];[0.0, 0.0]
