dataset_name;grounder;kge;model_name;rule_miner;seed;kge_atom_embedding_size;batch_size;val_batch_size;test_batch_size;facts_file;train_file;valid_file;test_file;domain_file;rules_file;num_negatives;valid_negatives;test_negatives;ragged;format;engine_num_negatives;engine_num_adaptive_constants;constant_embedding_size;dropout_rate_embedder;kge_regularization;learning_rate;epochs;num_rules;loss;weight_loss;cdcr_use_positional_embeddings;cdcr_num_formulas;valid_frequency;resnet;reasoner_depth;reasoner_regularization_factor;reasoner_formula_hidden_embedding_size;reasoner_dropout_rate;reasoner_atom_embedding_size;signed;temperature;aggregation_type;filter_num_heads;filter_activity_regularization;keys_signature;run_signature;seed_run_i;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1@1;train_concept_hits@3@3;train_task_mrr;train_task_hits@1@1;train_task_hits@3@3;val_loss;val_concept_loss;val_task_loss;val_concept_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_task_mrr;val_task_hits@1@1;val_task_hits@3@3;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1@1;test_concept_hits@3@3;test_task_mrr;test_task_hits@1@1;test_task_hits@3@3;time_ground_train;time_ground_valid;time_train;time_ground_test;time_inference
kinship_family;backward_1;complex;r2n;amie;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];kinship_family-backward_1-complex-r2n-amie-1-100;4;[0.586, 0.0];[0.692, 0.001];[0.48, 0.0];[0.845, 0.072];[0.72, 0.124];[1.0, 0.0];[0.993, 0.005];[0.987, 0.009];[1.0, 0.0];[0.348, 0.0];[0.35, 0.0];[0.345, 0.0];[0.53, 0.001];[0.507, 0.001];[0.52, 0.001];[0.865, 0.0];[0.859, 0.0];[0.863, 0.0];[0.346, 0.0];[0.346, 0.0];[0.346, 0.0];[0.502, 0.0];[0.5, 0.0];[0.501, 0.0];[0.866, 0.0];[0.865, 0.0];[0.865, 0.0];[13.444, 4.721];[32.386, 5.325];[306.762, 6.615];[0.0, 0.0];[2198.9, 9.079]
kinship_family;backward_1;complex;no_reasoner;amie;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];kinship_family-backward_1-complex-no_reasoner-amie-1-100;4;[0.161, 0.029];[0.161, 0.029];[0.161, 0.029];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.367, 0.006];[0.367, 0.006];[0.367, 0.006];[0.695, 0.018];[0.647, 0.018];[0.709, 0.02];[0.695, 0.018];[0.647, 0.018];[0.709, 0.02];[0.366, 0.006];[0.366, 0.006];[0.366, 0.006];[0.571, 0.015];[0.547, 0.013];[0.576, 0.017];[0.571, 0.015];[0.547, 0.013];[0.576, 0.017];[2.648, 4.086];[2.546, 0.057];[51.244, 5.377];[0.0, 0.0];[205.044, 4.741]
kinship_family;backward_2;complex;dcr;amie;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];kinship_family-backward_2-complex-dcr-amie-1-100;4;[0.036, 0.017];[0.014, 0.008];[0.007, 0.002];[1.0, 0.001];[0.999, 0.001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.792, 0.04];[0.715, 0.038];[0.711, 0.037];[0.82, 0.058];[0.776, 0.064];[0.848, 0.059];[0.937, 0.016];[0.924, 0.019];[0.946, 0.013];[0.727, 0.036];[0.713, 0.036];[0.712, 0.036];[0.656, 0.051];[0.608, 0.037];[0.678, 0.066];[0.85, 0.033];[0.805, 0.04];[0.886, 0.031];[80.952, 19.065];[221.906, 20.593];[784.916, 12.687];[0.0, 0.0];[13445.632, 185.237]
kinship_family;backward_2;complex;sbr;amie;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];kinship_family-backward_2-complex-sbr-amie-1-100;4;[0.002, 0.001];[0.002, 0.001];[0.002, 0.001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.583, 0.028];[0.584, 0.028];[0.582, 0.027];[0.649, 0.013];[0.6, 0.011];[0.658, 0.017];[0.887, 0.006];[0.866, 0.006];[0.9, 0.005];[0.584, 0.028];[0.584, 0.027];[0.584, 0.028];[0.546, 0.006];[0.53, 0.005];[0.548, 0.007];[0.766, 0.018];[0.715, 0.023];[0.799, 0.016];[70.324, 29.167];[224.582, 46.018];[393.15, 34.589];[0.0, 0.0];[13676.908, 43.162]
kinship_family;backward_2;complex;r2n;amie;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];kinship_family-backward_2-complex-r2n-amie-1-100;4;[0.58, 0.001];[0.693, 0.0];[0.467, 0.001];[0.739, 0.052];[0.539, 0.087];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.348, 0.0];[0.35, 0.0];[0.345, 0.0];[0.528, 0.001];[0.507, 0.001];[0.518, 0.001];[0.555, 0.002];[0.918, 0.0];[0.913, 0.0];[0.916, 0.0];[0.922, 0.001];[0.346, 0.0];[0.346, 0.0];[0.346, 0.0];[0.502, 0.0];[0.5, 0.0];[0.501, 0.0];[0.502, 0.001];[0.872, 0.005];[0.863, 0.009];[0.88, 0.0];[0.881, 0.0];[69.582, 12.435];[211.718, 13.993];[793.04, 18.118];[0.0, 0.0];[12827.836, 363.157]
kinship_family;backward_2;complex;no_reasoner;amie;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];kinship_family-backward_2-complex-no_reasoner-amie-1-100;4;[0.174, 0.004];[0.174, 0.004];[0.174, 0.004];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.364, 0.0];[0.364, 0.0];[0.364, 0.0];[0.71, 0.012];[0.662, 0.012];[0.726, 0.013];[0.802, 0.013];[0.71, 0.012];[0.662, 0.012];[0.726, 0.013];[0.802, 0.013];[0.363, 0.001];[0.363, 0.001];[0.363, 0.001];[0.584, 0.008];[0.557, 0.006];[0.592, 0.009];[0.635, 0.012];[0.584, 0.008];[0.557, 0.006];[0.592, 0.009];[0.635, 0.012];[0.714, 0.029];[2.922, 0.123];[46.668, 0.158];[0.0, 0.0];[208.178, 10.427]
pharmkg_small;backward_1;complex;dcr;amie;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];pharmkg_small-backward_1-complex-dcr-amie-1-100;4;[1.285, 0.053];[0.937, 0.139];[1.268, 0.103];[0.954, 0.003];[0.909, 0.006];[1.0, 0.0];[0.932, 0.003];[0.868, 0.005];[1.0, 0.0];[1.111, 0.025];[0.76, 0.089];[0.957, 0.063];[0.626, 0.005];[0.575, 0.005];[0.621, 0.005];[0.64, 0.005];[0.589, 0.004];[0.639, 0.007];[0.913, 0.05];[0.566, 0.064];[0.678, 0.047];[0.622, 0.003];[0.557, 0.003];[0.627, 0.002];[0.629, 0.002];[0.565, 0.002];[0.633, 0.003];[30.62, 3.635];[30.98, 2.492];[787.294, 57.209];[0.0, 0.0];[55.626, 6.123]
pharmkg_small;backward_1;complex;sbr;amie;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];pharmkg_small-backward_1-complex-sbr-amie-1-100;4;[0.36, 0.054];[0.352, 0.052];[0.367, 0.055];[0.954, 0.009];[0.91, 0.018];[1.0, 0.0];[0.957, 0.008];[0.915, 0.016];[1.0, 0.0];[0.227, 0.042];[0.218, 0.043];[0.235, 0.041];[0.614, 0.004];[0.565, 0.003];[0.606, 0.005];[0.627, 0.003];[0.574, 0.003];[0.623, 0.003];[0.171, 0.03];[0.166, 0.031];[0.177, 0.03];[0.615, 0.005];[0.555, 0.004];[0.617, 0.007];[0.622, 0.005];[0.557, 0.006];[0.629, 0.006];[26.326, 1.211];[30.182, 1.877];[194.01, 7.698];[0.0, 0.0];[53.092, 7.71]
pharmkg_small;backward_1;complex;r2n;amie;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];pharmkg_small-backward_1-complex-r2n-amie-1-100;4;[0.176, 0.012];[0.261, 0.02];[0.092, 0.005];[0.968, 0.004];[0.938, 0.009];[1.0, 0.0];[0.999, 0.0];[0.998, 0.0];[1.0, 0.0];[0.122, 0.005];[0.122, 0.005];[0.122, 0.005];[0.605, 0.003];[0.556, 0.004];[0.598, 0.004];[0.605, 0.003];[0.556, 0.004];[0.598, 0.004];[0.093, 0.004];[0.093, 0.004];[0.093, 0.004];[0.613, 0.002];[0.554, 0.002];[0.611, 0.004];[0.613, 0.002];[0.554, 0.002];[0.612, 0.004];[29.34, 8.731];[29.16, 0.385];[544.212, 8.55];[0.0, 0.0];[49.956, 0.906]
pharmkg_small;backward_1;complex;no_reasoner;amie;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];pharmkg_small-backward_1-complex-no_reasoner-amie-1-100;4;[0.385, 0.022];[0.385, 0.022];[0.385, 0.022];[0.956, 0.003];[0.915, 0.006];[1.0, 0.0];[0.956, 0.003];[0.915, 0.006];[1.0, 0.0];[0.261, 0.013];[0.261, 0.013];[0.261, 0.013];[0.612, 0.002];[0.562, 0.003];[0.605, 0.003];[0.612, 0.002];[0.562, 0.003];[0.605, 0.003];[0.197, 0.008];[0.197, 0.008];[0.197, 0.008];[0.618, 0.005];[0.558, 0.005];[0.621, 0.005];[0.618, 0.005];[0.558, 0.005];[0.621, 0.005];[0.476, 0.014];[1.45, 0.037];[56.194, 0.286];[0.0, 0.0];[2.176, 0.062]
pharmkg_small;backward_2;complex;dcr;amie;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];pharmkg_small-backward_2-complex-dcr-amie-1-100;4;[1.59, 0.106];[1.0, 0.101];[1.341, 0.224];[0.955, 0.004];[0.912, 0.009];[1.0, 0.0];[0.934, 0.004];[0.871, 0.007];[1.0, 0.0];[1.466, 0.217];[0.794, 0.086];[0.987, 0.164];[0.611, 0.008];[0.56, 0.006];[0.604, 0.01];[0.626, 0.005];[0.574, 0.005];[0.622, 0.005];[1.205, 0.199];[0.584, 0.071];[0.712, 0.12];[0.617, 0.009];[0.555, 0.009];[0.619, 0.007];[0.618, 0.005];[0.551, 0.005];[0.623, 0.004];[110.286, 7.293];[110.514, 11.745];[1332.986, 150.824];[0.0, 0.0];[250.48, 14.304]
pharmkg_small;backward_2;complex;sbr;amie;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];pharmkg_small-backward_2-complex-sbr-amie-1-100;4;[0.328, 0.06];[0.313, 0.062];[0.342, 0.058];[0.96, 0.011];[0.922, 0.022];[1.0, 0.0];[0.961, 0.009];[0.924, 0.018];[1.0, 0.0];[0.194, 0.044];[0.182, 0.045];[0.207, 0.043];[0.611, 0.007];[0.561, 0.006];[0.603, 0.01];[0.621, 0.005];[0.569, 0.005];[0.616, 0.007];[0.147, 0.033];[0.139, 0.034];[0.156, 0.032];[0.616, 0.006];[0.554, 0.004];[0.619, 0.009];[0.621, 0.005];[0.558, 0.005];[0.624, 0.008];[116.304, 6.708];[104.646, 14.446];[380.778, 23.23];[0.0, 0.0];[233.632, 10.153]
pharmkg_small;backward_2;complex;r2n;amie;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];pharmkg_small-backward_2-complex-r2n-amie-1-100;4;[0.234, 0.055];[0.336, 0.05];[0.133, 0.06];[0.954, 0.011];[0.91, 0.021];[1.0, 0.0];[0.999, 0.001];[0.998, 0.002];[1.0, 0.0];[0.143, 0.038];[0.134, 0.04];[0.153, 0.036];[0.609, 0.003];[0.561, 0.003];[0.601, 0.005];[0.608, 0.004];[0.56, 0.003];[0.599, 0.007];[0.106, 0.03];[0.103, 0.03];[0.11, 0.029];[0.616, 0.005];[0.557, 0.006];[0.617, 0.007];[0.616, 0.005];[0.556, 0.007];[0.617, 0.006];[107.294, 20.228];[103.682, 9.727];[1063.758, 33.115];[0.0, 0.0];[256.766, 17.637]
pharmkg_small;backward_2;complex;no_reasoner;amie;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];pharmkg_small-backward_2-complex-no_reasoner-amie-1-100;4;[0.351, 0.04];[0.351, 0.04];[0.351, 0.04];[0.957, 0.005];[0.916, 0.009];[1.0, 0.0];[0.957, 0.005];[0.916, 0.009];[1.0, 0.0];[0.233, 0.027];[0.233, 0.027];[0.233, 0.027];[0.617, 0.003];[0.569, 0.004];[0.61, 0.005];[0.617, 0.003];[0.569, 0.004];[0.61, 0.005];[0.177, 0.021];[0.177, 0.021];[0.177, 0.021];[0.618, 0.004];[0.558, 0.004];[0.621, 0.007];[0.618, 0.004];[0.558, 0.004];[0.621, 0.007];[0.504, 0.015];[1.52, 0.047];[57.556, 3.224];[0.0, 0.0];[2.212, 0.073]
pharmkg_small;backward_3;complex;dcr;amie;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];pharmkg_small-backward_3-complex-dcr-amie-1-100;4;[1.989, 0.44];[0.864, 0.2];[1.086, 0.309];[0.951, 0.006];[0.904, 0.01];[1.0, 0.0];[0.934, 0.005];[0.872, 0.01];[1.0, 0.0];[1.976, 0.585];[0.667, 0.164];[0.799, 0.234];[0.623, 0.007];[0.572, 0.007];[0.618, 0.009];[0.633, 0.007];[0.583, 0.009];[0.631, 0.008];[1.789, 0.618];[0.488, 0.128];[0.573, 0.17];[0.62, 0.003];[0.556, 0.004];[0.623, 0.004];[0.623, 0.003];[0.559, 0.004];[0.627, 0.003];[173.514, 26.419];[157.706, 8.086];[1460.722, 47.318];[0.0, 0.0];[552.264, 35.022]
pharmkg_small;backward_3;complex;sbr;amie;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];pharmkg_small-backward_3-complex-sbr-amie-1-100;4;[0.303, 0.058];[0.287, 0.061];[0.32, 0.055];[0.963, 0.014];[0.928, 0.027];[1.0, 0.0];[0.964, 0.012];[0.929, 0.024];[1.0, 0.0];[0.186, 0.019];[0.173, 0.02];[0.199, 0.017];[0.616, 0.003];[0.566, 0.003];[0.608, 0.006];[0.63, 0.005];[0.578, 0.005];[0.625, 0.009];[0.141, 0.016];[0.131, 0.016];[0.149, 0.014];[0.619, 0.007];[0.558, 0.009];[0.621, 0.006];[0.624, 0.008];[0.562, 0.008];[0.627, 0.01];[197.172, 23.873];[187.35, 24.97];[540.906, 38.414];[0.0, 0.0];[571.674, 48.593]
pharmkg_small;backward_3;complex;no_reasoner;amie;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];pharmkg_small-backward_3-complex-no_reasoner-amie-1-100;4;[0.356, 0.028];[0.356, 0.028];[0.356, 0.028];[0.957, 0.003];[0.917, 0.006];[1.0, 0.0];[1.0, 0.0];[0.957, 0.003];[0.917, 0.006];[1.0, 0.0];[1.0, 0.0];[0.233, 0.023];[0.233, 0.023];[0.233, 0.023];[0.612, 0.004];[0.562, 0.003];[0.604, 0.007];[0.717, 0.013];[0.612, 0.004];[0.562, 0.003];[0.604, 0.007];[0.717, 0.013];[0.177, 0.016];[0.177, 0.016];[0.177, 0.016];[0.615, 0.004];[0.555, 0.005];[0.618, 0.003];[0.743, 0.007];[0.615, 0.004];[0.555, 0.005];[0.618, 0.003];[0.743, 0.007];[0.65, 0.023];[1.492, 0.085];[59.864, 0.585];[0.0, 0.0];[2.122, 0.07]
pharmkg_small;domainbody;complex;sbr;amie;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];pharmkg_small-domainbody-complex-sbr-amie-1-100;4;[0.425, 0.07];[0.393, 0.063];[0.457, 0.076];[0.949, 0.007];[0.901, 0.013];[1.0, 0.0];[1.0, 0.0];[0.947, 0.007];[0.896, 0.014];[1.0, 0.0];[1.0, 0.0];[0.236, 0.063];[0.211, 0.059];[0.26, 0.067];[0.638, 0.005];[0.588, 0.004];[0.633, 0.007];[0.761, 0.007];[0.644, 0.004];[0.592, 0.004];[0.64, 0.006];[0.768, 0.008];[0.177, 0.048];[0.161, 0.045];[0.194, 0.051];[0.629, 0.005];[0.566, 0.005];[0.633, 0.007];[0.772, 0.009];[0.632, 0.008];[0.568, 0.008];[0.638, 0.008];[0.777, 0.008];[882.54, 223.248];[1804.89, 294.945];[2987.492, 485.818];[0.0, 0.0];[1775.162, 12.252]
pharmkg_small;domainbody;complex;no_reasoner;amie;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];pharmkg_small-domainbody-complex-no_reasoner-amie-1-100;4;[0.366, 0.03];[0.366, 0.03];[0.366, 0.03];[0.958, 0.002];[0.918, 0.005];[1.0, 0.0];[1.0, 0.0];[0.958, 0.002];[0.918, 0.005];[1.0, 0.0];[1.0, 0.0];[0.253, 0.022];[0.253, 0.022];[0.253, 0.022];[0.608, 0.002];[0.559, 0.002];[0.599, 0.003];[0.713, 0.004];[0.608, 0.002];[0.559, 0.002];[0.599, 0.003];[0.713, 0.004];[0.191, 0.018];[0.191, 0.018];[0.191, 0.018];[0.612, 0.002];[0.552, 0.004];[0.613, 0.004];[0.741, 0.004];[0.612, 0.002];[0.552, 0.004];[0.613, 0.004];[0.741, 0.004];[0.75, 0.076];[1.504, 0.033];[69.338, 0.792];[0.0, 0.0];[2.058, 0.492]
pharmkg_full;backward_1;complex;dcr;amie;[0];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];pharmkg_full-backward_1-complex-dcr-amie-1-100;0;[0.733, 0.0];[0.601, 0.0];[0.609, 0.0];[0.938, 0.0];[0.882, 0.0];[1.0, 0.0];[0.94, 0.0];[0.885, 0.0];[1.0, 0.0];[0.872, 0.0];[0.484, 0.0];[0.488, 0.0];[0.698, 0.0];[0.63, 0.0];[0.723, 0.0];[0.7, 0.0];[0.632, 0.0];[0.727, 0.0];[0.914, 0.0];[0.473, 0.0];[0.48, 0.0];[0.529, 0.0];[0.513, 0.0];[0.526, 0.0];[0.53, 0.0];[0.514, 0.0];[0.527, 0.0];[201.51, 0.0];[614.0, 0.0];[2334.3, 0.0];[0.0, 0.0];[36668.02, 0.0]
pharmkg_full;backward_1;complex;sbr;amie;[0];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];pharmkg_full-backward_1-complex-sbr-amie-1-100;0;[0.447, 0.0];[0.448, 0.0];[0.447, 0.0];[0.941, 0.0];[0.888, 0.0];[1.0, 0.0];[0.944, 0.0];[0.893, 0.0];[1.0, 0.0];[0.329, 0.0];[0.329, 0.0];[0.33, 0.0];[0.693, 0.0];[0.626, 0.0];[0.718, 0.0];[0.695, 0.0];[0.628, 0.0];[0.721, 0.0];[0.324, 0.0];[0.323, 0.0];[0.325, 0.0];[0.529, 0.0];[0.514, 0.0];[0.527, 0.0];[0.53, 0.0];[0.514, 0.0];[0.528, 0.0];[185.04, 0.0];[546.41, 0.0];[1569.46, 0.0];[0.0, 0.0];[38600.07, 0.0]
wn18rr;backward_1;complex;dcr;None;[0];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];wn18rr-backward_1-complex-dcr-None-1-100;0;[0.098, 0.0];[0.054, 0.0];[0.047, 0.0];[0.997, 0.0];[0.995, 0.0];[1.0, 0.0];[1.0, 0.0];[0.999, 0.0];[0.998, 0.0];[1.0, 0.0];[1.0, 0.0];[0.577, 0.0];[0.384, 0.0];[0.384, 0.0];[0.564, 0.0];[0.534, 0.0];[0.56, 0.0];[0.612, 0.0];[0.579, 0.0];[0.55, 0.0];[0.575, 0.0];[0.626, 0.0];[0.678, 0.0];[0.37, 0.0];[0.37, 0.0];[0.51, 0.0];[0.507, 0.0];[0.51, 0.0];[0.513, 0.0];[0.52, 0.0];[0.514, 0.0];[0.522, 0.0];[0.529, 0.0];[44.09, 0.0];[62.24, 0.0];[279.88, 0.0];[0.0, 0.0];[3595.88, 0.0]
wn18rr;backward_1;complex;sbr;None;[0];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];wn18rr-backward_1-complex-sbr-None-1-100;0;[0.005, 0.0];[0.005, 0.0];[0.005, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.421, 0.0];[0.421, 0.0];[0.421, 0.0];[0.561, 0.0];[0.529, 0.0];[0.558, 0.0];[0.613, 0.0];[0.581, 0.0];[0.55, 0.0];[0.577, 0.0];[0.629, 0.0];[0.4, 0.0];[0.4, 0.0];[0.4, 0.0];[0.507, 0.0];[0.504, 0.0];[0.507, 0.0];[0.512, 0.0];[0.519, 0.0];[0.514, 0.0];[0.522, 0.0];[0.53, 0.0];[44.04, 0.0];[62.15, 0.0];[155.75, 0.0];[0.0, 0.0];[3600.2, 0.0]
